2017-07-26 23:50:39 INFO  TC001_VerifyLoginWithInvalidCredential:39 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-26 17:48:27 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:27 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 17:48:27 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 17:48:28 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:28 INFO  homePage:57 - entered email address :-123#%^@and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='email']]
2017-08-26 17:48:28 INFO  homePage:59 - entered password :-12345.0 and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='passwd']]
2017-08-26 17:48:29 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 17:48:29 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 17:48:30 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:30 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 17:48:30 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 17:48:32 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:32 INFO  homePage:57 - entered email address :-AAAAAAAAAAAand the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='email']]
2017-08-26 17:48:32 INFO  homePage:59 - entered password :-!!!(()) and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='passwd']]
2017-08-26 17:48:33 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 17:48:33 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 17:48:34 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:34 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 17:48:34 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 17:48:35 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:36 INFO  homePage:57 - entered email address :-subhamita 24 @gmail.comand the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='email']]
2017-08-26 17:48:36 INFO  homePage:59 - entered password :-mm23567 and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='passwd']]
2017-08-26 17:48:37 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 17:48:37 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 17:48:38 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (9516409f-4af7-4ca7-9f65-23d695dd6c39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 17:48:38 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:03:29 INFO  TestBase:37 - Creating the Object of firefox
2017-08-26 18:03:38 INFO  TestBase:50 - navogating to http://automationpractice.com/index.php
2017-08-26 18:03:42 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential====
2017-08-26 18:03:45 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8e4019a8-e8d9-45db-bf57-4a7aed3fd8e8)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:45 INFO  homePage:57 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (8e4019a8-e8d9-45db-bf57-4a7aed3fd8e8)] -> xpath: //*[@id='email']]
2017-08-26 18:03:46 INFO  homePage:59 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (8e4019a8-e8d9-45db-bf57-4a7aed3fd8e8)] -> xpath: //*[@id='passwd']]
2017-08-26 18:03:47 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8e4019a8-e8d9-45db-bf57-4a7aed3fd8e8)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:03:47 INFO  homePage:69 - error message is :-[[FirefoxDriver: firefox on ANY (8e4019a8-e8d9-45db-bf57-4a7aed3fd8e8)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:03:47 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-26 18:03:48 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:03:50 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:50 INFO  homePage:57 - entered email address :-automationand the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='email']]
2017-08-26 18:03:51 INFO  homePage:59 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='passwd']]
2017-08-26 18:03:52 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:03:52 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:03:53 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:53 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:03:53 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:03:55 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:55 INFO  homePage:57 - entered email address :-1234@gmailand the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='email']]
2017-08-26 18:03:55 INFO  homePage:59 - entered password :-madhumita!23 and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='passwd']]
2017-08-26 18:03:56 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:03:56 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:03:57 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:57 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:03:57 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:03:58 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:03:58 INFO  homePage:57 - entered email address :-123#%^@and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='email']]
2017-08-26 18:03:59 INFO  homePage:59 - entered password :-12345.0 and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='passwd']]
2017-08-26 18:03:59 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:04:00 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:04:01 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:01 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:04:01 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:04:02 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:02 INFO  homePage:57 - entered email address :-AAAAAAAAAAAand the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='email']]
2017-08-26 18:04:02 INFO  homePage:59 - entered password :-!!!(()) and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='passwd']]
2017-08-26 18:04:03 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:04:03 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:04:05 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:05 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:04:05 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:04:06 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:06 INFO  homePage:57 - entered email address :-subhamita 24 @gmail.comand the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='email']]
2017-08-26 18:04:06 INFO  homePage:59 - entered password :-mm23567 and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='passwd']]
2017-08-26 18:04:07 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:04:07 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:04:08 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (e684945f-b85a-4759-861b-27856562f5b0)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:08 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:04:35 INFO  TestBase:37 - Creating the Object of firefox
2017-08-26 18:04:44 INFO  TestBase:50 - navogating to http://automationpractice.com/index.php
2017-08-26 18:04:48 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential====
2017-08-26 18:04:51 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (be69be8e-9455-4bbb-a96f-e4caebec4882)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:51 INFO  homePage:57 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (be69be8e-9455-4bbb-a96f-e4caebec4882)] -> xpath: //*[@id='email']]
2017-08-26 18:04:52 INFO  homePage:59 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (be69be8e-9455-4bbb-a96f-e4caebec4882)] -> xpath: //*[@id='passwd']]
2017-08-26 18:04:53 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (be69be8e-9455-4bbb-a96f-e4caebec4882)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:04:53 INFO  homePage:69 - error message is :-[[FirefoxDriver: firefox on ANY (be69be8e-9455-4bbb-a96f-e4caebec4882)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:04:53 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-26 18:04:54 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:04:56 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:04:56 INFO  homePage:57 - entered email address :-automationand the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='email']]
2017-08-26 18:04:57 INFO  homePage:59 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='passwd']]
2017-08-26 18:04:58 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:04:58 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:05:00 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:00 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:05:00 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:05:01 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:01 INFO  homePage:57 - entered email address :-1234@gmailand the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='email']]
2017-08-26 18:05:01 INFO  homePage:59 - entered password :-madhumita!23 and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='passwd']]
2017-08-26 18:05:02 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:05:02 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:05:05 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:05 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:05:05 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:05:06 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:06 INFO  homePage:57 - entered email address :-123#%^@and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='email']]
2017-08-26 18:05:07 INFO  homePage:59 - entered password :-12345.0 and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='passwd']]
2017-08-26 18:05:07 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:05:07 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:05:09 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:09 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:05:09 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:05:10 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:10 INFO  homePage:57 - entered email address :-AAAAAAAAAAAand the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='email']]
2017-08-26 18:05:10 INFO  homePage:59 - entered password :-!!!(()) and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='passwd']]
2017-08-26 18:05:11 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:05:11 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:05:12 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:12 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:05:12 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:05:14 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:14 INFO  homePage:57 - entered email address :-subhamita 24 @gmail.comand the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='email']]
2017-08-26 18:05:14 INFO  homePage:59 - entered password :-mm23567 and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='passwd']]
2017-08-26 18:05:15 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:05:15 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:05:16 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (8099e885-b1fd-4118-8816-2795c37112f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:05:16 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:21:29 INFO  TestBase:37 - Creating the Object of firefox
2017-08-26 18:21:37 INFO  TestBase:50 - navogating to http://automationpractice.com/index.php
2017-08-26 18:21:41 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential====
2017-08-26 18:21:43 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (04520865-c1ee-46c7-b9be-37c6ab5aa158)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:21:44 INFO  homePage:57 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (04520865-c1ee-46c7-b9be-37c6ab5aa158)] -> xpath: //*[@id='email']]
2017-08-26 18:21:44 INFO  homePage:59 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (04520865-c1ee-46c7-b9be-37c6ab5aa158)] -> xpath: //*[@id='passwd']]
2017-08-26 18:21:45 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (04520865-c1ee-46c7-b9be-37c6ab5aa158)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:21:45 INFO  homePage:69 - error message is :-[[FirefoxDriver: firefox on ANY (04520865-c1ee-46c7-b9be-37c6ab5aa158)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:21:46 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-26 18:21:47 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:21:49 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:21:49 INFO  homePage:57 - entered email address :-automationand the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='email']]
2017-08-26 18:21:50 INFO  homePage:59 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='passwd']]
2017-08-26 18:21:51 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:21:51 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:21:52 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:21:52 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:21:52 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-26 18:21:54 INFO  homePage:55 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:21:55 INFO  homePage:57 - entered email address :-1234@gmailand the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='email']]
2017-08-26 18:21:55 INFO  homePage:59 - entered password :-madhumita!23 and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='passwd']]
2017-08-26 18:21:56 INFO  homePage:61 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='SubmitLogin']]
2017-08-26 18:21:56 INFO  homePage:78 - Invalid email address message is displayed ======[[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-26 18:21:58 INFO  homePage:89 - ===clicked on signin button and theobject is =====[[FirefoxDriver: firefox on ANY (0b010cc4-017e-4b6d-b284-588e0cab6f17)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-26 18:21:58 INFO  TC002_VerifyLoginWithDifferentRecords:63 - ===============finished verify login with different records========
2017-08-26 18:21:58 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
